 - 채소 -
이마트몰/채소
28,맛다름,[맛다름3팩 세트] 토마토 3종 1.5kg,"13,000원"
29,맛다름,[국내] 프리미엄 불로초감귤 1.5kg내외,"26,000원"
30,맛다름,[국내산] 프리미엄 고당도 불로초감귤 800g내외,"16,000원"
수입과일
1,맛다름,[미국][중과] 자몽 6입 2.2kg내외(개당 350~380g내외),"14,000원"
2,맛다름,[페루] 아보카도 5개입 1kg내외,"15,000원"
3,맛다름,[베트남] 용과 4입_아이스박스(개당 450~500g내외),"19,000원"
4,맛다름,[태국][대과] 망고 4입(개당 410g내외),"21,000원"
5,맛다름,[베트남] 용과 2입_아이스박스(개당 450~500g내외),"12,000원"
6,맛다름,[필리핀] 고당도 바나나 6kg내외 1박스 (4~5수)_아이스박스,"29,000원"
7,맛다름,[미국] 레몬 팬시 15입 1.8kg내외(개당 120g내외),"14,000원"
8,맛다름,[특점보] 제스프리 골드키위 8~9입내(개당 180~150g내외) 아이스박스 안전포장,"16,000원"
9,맛다름,[특점보] 제스프리 골드키위 3kg내외 20~22입내(개당 180~150g내외) 아이스박스 안전포장,"33,000원"
10,맛다름,[필리핀] 고당도 바나나 6kg내외 1박스 (3~4수)_아이스박스,"24,000원"
11,맛다름,[태국][대과] 망고 8입(개당 410g내외),"37,000원"
12,맛다름,[미국] 레몬 팬시 30입 3.6kg내외(개당 120g내외),"24,000원"
13,맛다름,[필리핀] 고당도 바나나 2다발 4~3kg내외_아이스박스,"17,000원"
14,맛다름,[미국] 레몬 팬시 24입 2.9kg내외(개당 120g내외),"20,000원"
15,맛다름,[필리핀] 고당도 바나나 2다발 2~3kg내외_아이스박스,"14,000원"
16,맛다름,[필리핀] 고당도 컷팅 바나나 500g내외 4~6입_아이스박스,"7,000원"
17,맛다름,[페루]아보카도 24개입 5kg내외,"58,000원"
18,맛다름,[페루]아보카도 10개입 2.5kg내외,"26,000원"
19,맛다름,[미국][중과] 자몽 12입 4.5kg내외(개당 350~380g내외),"23,000원"
20,맛다름,[미국][중과] 자몽 20입 7.5kg내외(개당 350~380g내외),"36,000원"
21,맛다름
22,맛다름
23,맛다름
24,맛다름
25,맛다름
26,맛다름
27,맛다름
28,맛다름
29,맛다름
30,맛다름
야채알뜰
1,맛다름,국산 깐마늘 (소) 300g/봉,"4,000원"
2,맛다름,꽈리고추 300g/봉,"5,800원"
3,맛다름,청양고추 300g/봉,"4,000원"
4,맛다름,풋고추 300g/봉,"4,300원"
5,맛다름,국내산 가지 5개,"4,300원"
6,맛다름,국내산 애호박 3개,"4,400원"
7,맛다름,국내산 취청오이 5개,"4,800원"
8,맛다름,국내산 백다다기오이 5개,"3,300원"
9,맛다름,국내산 감자 2kg/봉,"5,600원"
10,맛다름,한끼식사세트 2호 (된장찌개용),"6,900원"
11,맛다름,한끼식사세트 1호 (카레용),"5,500원"
12,맛다름,싱싱한 모둠쌈 250g내외/팩,"2,900원"
13,맛다름,깐쪽파(큰단) 1단,"8,800원"
14,맛다름,GAP 추부깻잎 30장*2봉,"2,100원"
15,맛다름,[국내산] 무 1개,"2,100원"
16,맛다름,국내산 백다다기오이10개/봉,"6,500원"
17,맛다름,뉴질랜드산 껍질 손질 단호박 한통 1kg내외,"4,200원"
18,맛다름,국내산 흙생강 1kg/봉,"9,900원"
19,맛다름,[국내산] 브로콜리 3송이,"4,400원"
20,맛다름,[국내산] 흙당근 1kg내외(봉),"2,600원"
21,맛다름,알배기쌈배추 2통,"7,100원"
22,맛다름,국내산 흙생강 500g/봉,"5,600원"
23,맛다름,국산 햇 미니단호박 3통,"9,500원"
24,맛다름,국내산 깐마늘(대) 500g,"5,800원"
25,맛다름,국내산 백숙재료 티백 100g/봉,"2,300원"
26,맛다름,국내산 삼계탕 재료 70g/봉,"2,480원"
27,맛다름,[국내산] 파프리카 혼합 3입(빨주노 랜덤),"4,500원"
28,맛다름,국내산 아스파라거스 300g,"8,500원"
29,맛다름,국내산 취청오이 3개,"3,100원"
30,맛다름,꽈리고추 150g/봉,"3,000원"
신선야채
1,맛다름,[산지직송]함평 무농약 미니밤호박(보우짱) 4kg내외/box(8~15통),"42,800원"
2,맛다름,[산지직송]함평 무농약 미니밤호박(보우짱) 2kg내외/box(5~7통),"22,800원"
3,맛다름,[산지직송]함평 무농약 미니밤호박(보우짱) 1kg내외/box(3~4통),"12,800원"
4,맛다름,국내산 아스파라거스 1kg내외,"27,800원"
5,맛다름,국내산 장마(특품) 5kg내외,"99,000원"
6,맛다름,국내산 우엉 4kg내외,"36,500원"
7,맛다름,국내산 통연근(비세척) 5kg내외,"83,000원"
8,맛다름,국내산 깐마늘(대) 1kg/봉,"13,500원"
9,맛다름,국내산 레드 비트 5kg내외/box(8~13개),"15,000원"
10,맛다름,국내산 양파 3kg내외,"5,800원"
11,맛다름,[국내산] 한입고구마 4.8kg내외/box,"23,000원"
12,맛다름,[국내산] 한입고구마 2.4kg내외/box,"13,500원"
